EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,HireDate,Salary,SalaryHistory,PerformanceRating,WorkLifeBalance,JobSatisfaction,DistanceFromHome,Overtime,NumCompaniesWorked,YearsSincePromotion,LastPromotionDate,TrainingHoursLastYear,ManagerID,EmployeeStatus,Attrition
EMP_0685,25.0,M,Married,MS,Sales,Sales Rep,2010-12-24,36199.0,"27046,29772,33530",,3.0,3,30,No,2,2.873337698038742,2025-01-01,18,MGR_164,Resigned,1
EMP_1694,24.0,M,Married,Master,Operations,Operations Analyst,04/16/2018,70505.0,60501,4.0,5.0,4,2,TRUE,2,4.671599132518716,2024-10-19,6,MGR_119,Terminated,1
EMP_0265,32.0,F,single,MA,Operations,Ops Analyst,08-11-2014,70725.0,"49104,56375,59495,63157",3.0,4.0,5,8,No,0,4.753280995767232,2016-06-23,12,MGR_131,Active,0
EMP_1406,28.0,M,married,Master,Operations,Process Specialist,08-09-2023,68026.0,"51519,56009,60868",3.0,4.0,5,17,Yes,3,2.6946628995973345,2018-12-04,20,MGR_189,Active,0
EMP_1061,41.0,male,Married,Bachelor,HR,Recruiter,09/16/2024,52060.0,"32201,37715,43727,46520",4.0,4.0,3,2,Yes,3,0.5505185446311768,2023-10-26,7,MGR_103,Active,0
EMP_1173,35.0,Male,M,MA,Human Resources,HR Manager,"August 13, 2023",79059.0,"59129,64056,69804",3.0,2.0,5,20,No,1,,2017-10-26,19,MGR_007,Active,0
EMP_0744,35.0,Male,single,Bachelors,IT,System Admin,"October 30, 2024",80964.0,"57102,60330,63941,72680",,4.0,3,17,No,3,7.018777111927198,2016-02-12,5,MGR_159,Active,0
EMP_1854,42.0,Male,married,BA,R&D,R&D Manager,03-02-2017,150203.0,,3.0,4.0,3,1,No,2,0.39459766449257544,2016-07-06,15,,Resigned,1
EMP_0682,25.0,F,Married,Master,IT,IT Specialist,"May 16, 2021",60229.0,"49785,53357",3.0,2.0,2,44,Yes,2,3.538708809007226,2018-04-15,67,MGR_003,Active,0
EMP_1045,33.0,male,Divorced,MS,Sales,Sales Manager,"January 09, 2021",81746.0,,2.0,3.0,3,3,Y,2,1.6038172178436632,2022-03-01,2,,Retired,1
EMP_1452,48.0,M,married,Bachelor,IT,System Admin,08/04/2020,350000.0,"216902,238619,280116,311780",1.0,4.0,3,,Yes,3,13.634376097787495,2018-10-30,11,MGR_119,Terminated,1
EMP_1492,55.0,male,Married,Masters,Engineering,Jr. Software Engineer,30-06-2024,57532.0,"49425,52321",2.0,4.0,4,1,No,0,3.312031475155196,2018-06-10,27,,Resigned,1
EMP_1484,31.0,M,single,High school,Finance,Accountant,06-06-2014,66844.0,,4.0,0.0,4,30,No,2,1.0121969747741346,2020-04-20,23,MGR_151,Active,0
EMP_1760,45.0,Male,S,MS,Marketing,Marketing Specialist,09/19/2020,73352.0,64281,1.0,2.0,4,10,No,0,1.749989527199172,,12,MGR_154,Resigned,1
EMP_0525,28.0,Male,single,Bachelor,Operations,Ops Analyst,05-02-2021,53940.0,46603,5.0,,4,7,Yes,2,3.055619120361417,2018-03-30,0,MGR_118,Active,0
EMP_1630,41.0,female,Single,BS,Marketting,Digital Marketer,2012-12-03,59590.0,"37197,42056,45662,50998",4.0,4.0,2,10,No,2,0.8838989537563965,2023-02-04,1,,Terminated,1
EMP_0190,22.0,M,Married,Bachelor,Finance,Senior Analyst,2021-05-02,78444.0,"65158,73174",4.0,3.0,4,4,No,0,1.308898407473012,2017-10-01,6,,Active,0
EMP_0324,51.0,male,married,High School,HR,HR Manager,16-07-2023,93805.0,"59848,64812,73500,85835",3.0,3.0,4,19,N,3,4.0018425296910785,2025-05-20,3,MGR_045,Active,0
EMP_1228,33.0,F,single,Bachelors,Sales,Account Manager,"March 08, 2023",85953.0,"66285,75763,79881",3.0,,2,1,Yes,2,2.4944565597695405,2015-09-21,14,MGR_177,Active,0
EMP_0665,29.0,F,Single,Bachelor,Engineering,Senior Engineer,09/29/2019,105691.0,"71330,81898,91649,99609",5.0,2.0,2,2,No,2,5.2392619899682416,2025-02-06,3,MGR_064,Terminated,1
EMP_0713,30.0,Female,single,Bachelors,HR,Recruiter,"November 18, 2014",57193.0,,4.0,3.0,4,3,No,1,1.3102408171227085,2023-10-06,15,MGR_156,Active,0
EMP_1895,34.0,male,Married,High School,Sales,Sr. Sales Rep,2017-02-04,62367.0,"43881,51201,55737",1.0,4.0,3,5,No,0,1.6047419969208094,2017-11-08,22,MGR_001,Active,0
EMP_1153,29.0,Female,Married,MS,Human Resources,Recruiter,2015-10-12,54683.0,,2.0,5.0,4,18,No,1,0.033925420735838534,,5,MGR_129,Active,0
EMP_0371,35.0,Male,single,Masters,Engineering,Engineering Manager,2018-03-28,147902.0,"97921,108708,122754,137123",4.0,2.0,2,2,No,2,0.13969642609303093,2022-11-24,12,MGR_061,Active,0
EMP_1877,30.0,Male,married,Bachelors,Sales,Sales Representative,"October 22, 2014",46702.0,,3.0,4.0,Very High,5,Y,4,0.06594046461398409,2023-01-24,10,MGR_011,Active,0
EMP_0844,38.0,male,married,Master,sales,Account Manager,"May 30, 2011",71451.0,"46214,52305,56927,64069",4.0,2.0,5,31,No,3,2.188710030065824,2022-10-06,0,,Resigned,1
EMP_1317,26.0,male,D,Master,HR,HR Generalist,07/13/2023,58261.0,"47072,50808",2.0,5.0,2,11,No,2,0.6888486459181355,2025-03-29,9,MGR_015,Laid Off,1
EMP_0423,33.0,Male,Divorced,High School,Operations,Operations Analyst,2019-05-17,50686.0,43381,3.0,2.0,5,1,No,3,10.403687624156854,2023-10-21,21,MGR_039,Active,0
EMP_0395,44.0,F,Single,BA,Finance,Senior Analyst,2022-10-15,83790.0,"50166,58624,67113,74162",4.0,3.0,2,2,No,3,0.697616791497026,,41,MGR_171,Terminated,1
EMP_0156,29.0,M,married,Master,Customer Service,Support Specialist,2020-06-01,37211.0,"24534,26954,29285,31798",5.0,5.0,Low,11,N,1,10.4892547143781,2024-11-03,32,MGR_162,Resigned,1
EMP_1372,,Male,Married,Masters,Customer Service,CS Manager,"May 13, 2015",78368.0,"55887,59535,64272,69275",3.0,2.0,1,1,Yes,0,0.17914104186288426,2021-09-26,5,MGR_137,Resigned,1
EMP_0125,39.0,M,M,Bachelors,Customer Service,Support Specialist,,35681.0,"27291,31960",3.0,4.0,2,11,No,2,0.9005736055826334,2021-05-14,7,MGR_150,Terminated,1
EMP_1601,33.0,F,married,Bachelor,Operations,Process Specialist,07/31/2020,59122.0,"41601,45503,50996",1.0,3.0,3,9,Yes,2,0.9974970616466137,2016-02-05,14,,Active,0
EMP_1642,46.0,female,Married,MS,sales,Account Manager,19-08-2022,65043.0,,4.0,3.0,Very High,6,No,1,1.1923645393553906,2024-01-19,16,MGR_066,Active,0
EMP_0370,28.0,Female,married,Master,sales,Sales Rep,2022-03-29,52153.0,"41982,45578",4.0,3.0,4,5,N,1,0.06947507812906671,2020-06-11,16,MGR_091,Active,0
EMP_1650,55.0,Male,Single,MS,Engineering,DevOps Engineer,10/05/2010,77132.0,,2.0,4.0,3,1,No,0,5.260372790352721,2016-08-25,48,MGR_016,Active,0
EMP_0764,,F,Single,Bachelors,Engineering,Jr. Software Engineer,23-03-2013,67583.0,59573,2.0,3.0,4,1,Yes,2,1.95140625317304,2016-03-09,4,MGR_028,Active,0
EMP_0826,46.0,Male,Single,High School,Engineering,Senior Engineer,2010-02-07,142754.0,124537,4.0,3.0,3,35,0,5,0.7924961014302494,2021-08-28,7,MGR_173,Active,0
EMP_0616,36.0,Female,single,Bachelors,Sales,Sr. Sales Rep,"January 13, 2021",47863.0,,4.0,4.0,1,,No,2,4.651560720918969,2017-07-04,13,MGR_104,Active,0
EMP_1030,26.0,M,Single,BS,Marketing,Marketing Analyst,2011-04-28,63138.0,59000,4.0,2.0,4,4,No,2,,2021-04-14,19,MGR_050,Active,0
EMP_0612,34.0,F,Married,Master,Sales,Sr. Sales Rep,2014-06-09,52675.0,"35357,39815,42544,48848",3.0,4.0,2,2,Y,2,0.8030111966492729,,9,MGR_004,Active,0
EMP_1255,44.0,Female,Single,Master,Customer Service,CS Manager,25-12-2023,52389.0,"37122,40689,45367,47814",2.0,2.0,3,49,No,0,1.9764336704570498,2018-02-23,-50,MGR_139,Active,0
EMP_0260,41.0,M,married,Bachelors,Operations,Operations Manager,2020-02-20,91361.0,"53693,62573,72289,81983",3.0,,3,34,No,4,0.3615725655689118,2016-05-16,26,MGR_152,Active,0
EMP_1294,41.0,male,M,Masters,Engineering,Engineering Manager,09/25/2022,142727.0,"115405,126394",4.0,3.0,Medium,37,Yes,3,1.4753952796776921,2023-08-02,25,MGR_174,Active,0
EMP_0586,36.0,MALE,Single,BA,Operations,Ops Analyst,"June 11, 2020",68785.0,"44478,50251,57488,62294",4.0,,5,8,Yes,1,0.6053142736899176,2023-03-03,6,MGR_072,Terminated,1
EMP_1589,28.0,M,married,High School,HR,Recruiter,05/01/2010,66303.0,"48683,54449,59872",2.0,3.0,3,15,Yes,1,0.029453643878543573,2015-12-23,1,MGR_136,Terminated,1
EMP_0138,32.0,M,Married,High school,Finance,Accountant,Invalid Date,56533.0,"43956,49973",4.0,3.0,4,50,No,2,1.4596493589858166,2018-01-20,26,MGR_174,Active,0
EMP_9043,31.0,Female,married,Bachelors,IT,Software Engineer,21-05-2012,105867.0,"82373,93507",3.0,4.0,4,8,Yes,1,0.12371800451289575,2016-07-26,18,,Active,0
EMP_0115,15.0,Male,Single,Bachelors,Sales,Sales Rep,06-03-2015,76673.0,"47159,50925,58386,67631",4.0,5.0,5,1,0,2,0.6587777647902638,2021-07-04,10,MGR_087,Resigned,1
EMP_1467,48.0,Female,single,High School,Sales,Account Manager,20-10-2010,69214.0,"43295,46182,51820,59173",3.0,1.0,3,1,No,2,4.761336359559983,2019-03-13,29,MGR_082,Terminated,1
EMP_0585,36.0,M,Married,Bachelors,Sales,Sales Representative,26-03-2019,43811.0,"34404,38296,40870",1.0,4.0,3,32,Yes,4,6.779721437415769,2023-04-18,59,MGR_045,Active,0
EMP_1053,38.0,male,Single,Bachelor,Customer Service,Customer Rep,"February 01, 2012",42148.0,39568,4.0,4.0,2,10,No,1,0.6984863341338239,,28,MGR_037,Active,0
EMP_1207,29.0,M,Single,Master,Finance,Accountant,"March 11, 2012",,,4.0,2.0,Very High,14,No,2,0.33944243559229614,2021-09-22,2,MGR_060,Active,0
EMP_1739,42.0,Male,Single,MA,Marketing,Marketing Analyst,2014-04-26,57419.0,"35854,41727,47910,52941",4.0,10.0,4,1,No,3,1.2955671349239777,2024-01-07,13,MGR_070,Terminated,1
EMP_1399,44.0,MALE,Married,Bachelor,HR,HR Generalist,28-07-2018,46817.0,,3.0,2.0,4,4,Yes,4,5.342151729586154,2021-06-18,53,MGR_139,Active,0
EMP_1578,44.0,Male,Married,MA,Operations,Operations Analyst,2020-10-10,58009.0,,5.0,1.0,5,28,No,0,1.31729919066695,2022-09-20,17,MGR_046,Active,0
EMP_0133,26.0,Male,married,High School,Sales,Sr. Sales Rep,05/25/2011,61186.0,56657,4.0,3.0,4,1,No,1,,2020-12-11,6,MGR_129,Terminated,1
EMP_0257,45.0,F,Single,Master,Sales,Sales Representative,10-07-2011,37036.0,"29724,33762",3.0,5.0,Very High,4,No,2,3.046206403449524,2024-12-08,27,MGR_099,Resigned,1
EMP_0120,41.0,female,Married,High School,Customer Support,Support Specialist,2014-05-21,34298.0,,3.0,2.0,High,9,TRUE,0,1.6630751440440952,2024-10-29,1,MGR_140,Active,0
EMP_0915,34.0,M,Single,Bachelors,Operations,Operations Analyst,"January 10, 2023",78961.0,"56687,63815,68069",3.0,2.0,3,50,No,4,2.531009702788726,2019-06-05,30,,Active,0
EMP_1348,42.0,Female,married,High School,HR,Recruiter,05-09-2024,65677.0,,2.0,2.0,4,10,No,3,0.33769601821754536,,10,MGR_184,Active,0
EMP_1449,44.0,male,single,Bachelor,Finance,Accountant,23-07-2011,58169.0,"39477,44544,51715",4.0,1.0,Very High,38,Yes,2,0.186651971935241,2016-01-08,25,,Resigned,1
EMP_0468,41.0,female,Single,Bachelors,IT,IT Specialist,"May 27, 2012",77745.0,,3.0,4.0,2,12,Yes,0,1.083232755210047,2017-01-15,15,MGR_114,Active,0
EMP_1889,31.0,F,Married,High School,Human Resources,Recruiter,15-01-2014,40031.0,,3.0,3.0,Medium,40,No,3,2.744926726377487,2018-12-19,6,MGR_088,Active,0
EMP_1454,55.0,F,Divorced,Masters,Engineering,Senior Engineer,2010-07-19,117427.0,"79538,92261,100054,107821",3.0,4.0,3,15,No,2,0.25022431758452696,2024-10-21,35,MGR_113,Active,0
EMP_1128,28.0,Female,M,Bachelors,Sales,Sales Rep,01-07-2011,57705.0,"44585,48913,53667",3.0,2.0,3,32,FALSE,0,3.2825711282914964,2016-03-26,27,MGR_086,Terminated,1
EMP_1791,19.0,M,single,Bachelor,HR,HR Generalist,"March 22, 2024",,,2.0,4.0,4,5,No,1,0.5721924987541198,2020-02-20,17,MGR_076,Active,0
EMP_0025,30.0,F,married,High School,Marketing,Marketing Analyst,04-06-2023,45309.0,,3.0,3.0,5,9,No,3,5.345649886714399,,12,MGR_109,Active,0
EMP_1593,38.0,Female,Married,Master,Finance,Senior Analyst,Invalid Date,63260.0,,4.0,2.0,2,5,No,3,0.4399974170070399,,3,MGR_011,Active,0
EMP_1676,32.0,F,Single,MS,Finance,Senior Analyst,01/29/2021,80952.0,75410,3.0,4.0,2,4,1,1,1.9219740634995854,,17,,Laid Off,1
EMP_1504,34.0,Male,married,BS,Engineering ,Software Engineer,"November 20, 2022",76478.0,,3.0,3.0,High,22,No,0,2.808309467543522,2025-04-19,0,MGR_175,Active,0
EMP_1349,24.0,Male,married,MS,Sales,Account Manager,2012-11-18,57285.0,"45371,49651",6.0,4.0,3,1,Yes,0,4.273869520775616,2023-03-22,50,MGR_078,Terminated,1
EMP_0104,28.0,Male,married,BS,Human Resources,Recruiter,03/01/2016,56786.0,48828,4.0,2.0,2,33,Yes,2,0.009310611289322031,2022-02-01,2,MGR_102,Active,0
EMP_1971,39.0,male,married,Master,Marketting,Marketing Specialist,2024-04-17,40466.0,"32969,34954",3.0,2.0,4,14,No,1,2.781631012703686,2019-10-29,5,MGR_062,Active,0
EMP_0593,38.0,F,D,BS,Customer Service,CS Manager,Invalid Date,79973.0,"66394,74044",4.0,2.0,5,4,No,3,,,17,MGR_080,Terminated,1
EMP_0283,47.0,Female,Divorced,High school,Operations,Operations Analyst,"March 12, 2024",72873.0,"57060,65681",3.0,3.0,4,15,Yes,2,0.5574390920134931,2023-10-16,5,MGR_002,Active,0
EMP_1006,,F,Divorced,High school,Human Resources,HR Specialist,08/23/2021,46782.0,"31117,35338,38828,43282",3.0,3.0,3,17,No,1,0.8216172968378639,2022-10-16,11,MGR_030,Active,0
EMP_1172,37.0,M,Married,High School,Finance,Accountant,06/09/2010,61568.0,"46840,53680",3.0,4.0,3,8,No,1,0.08115177243380957,2015-09-28,5,MGR_103,Active,0
EMP_0535,29.0,female,Married,Masters,Customer Service,Customer Rep,27-11-2017,35669.0,32188,3.0,4.0,4,12,No,1,0.2875198541346894,2018-10-03,8,,Active,0
EMP_1723,40.0,Female,married,High School,R&D,R&D Manager,"December 12, 2011",148309.0,,3.0,,4,14,No,2,1.2223502402114534,2023-11-07,11,MGR_036,Terminated,1
EMP_0730,28.0,female,Married,MA,Human Resources,HR Manager,13-07-2015,86229.0,"54984,58374,68229,78454",2.0,4.0,3,7,Yes,2,0.4588490926193225,2025-03-11,27,MGR_108,Active,0
EMP_0305,34.0,M,married,Bachelors,Sales,Sales Representative,"April 22, 2010",60310.0,"43430,46719,53997",5.0,4.0,5,,Y,2,0.6537369165261048,2019-03-03,29,MGR_138,Active,0
EMP_1439,38.0,M,single,Bachelors,R&D,Product Developer,2010-03-01,57992.0,"47488,52717",3.0,5.0,2,13,Yes,2,1.6521889537342622,,0,MGR_158,Terminated,1
EMP_1640,26.0,Female,single,PhD,Engineering,Software Engineer,"October 08, 2012",76780.0,66479,3.0,3.0,5,2,Yes,3,3.970127792082679,2021-11-20,18,,Active,0
EMP_1627,31.0,Female,single,Bachelors,Engineering ,Software Engineer,09/05/2019,99922.0,"62010,72474,82190,88715",3.0,2.0,3,1,No,1,4.859755563121811,2017-06-08,15,MGR_005,Terminated,1
EMP_1311,34.0,F,Divorced,Master,Customer Service,CS Manager,2013-08-15,59455.0,"38046,44289,49881,54692",3.0,2.0,4,1,TRUE,3,0.08003073155885185,2016-07-25,6,MGR_015,Active,0
EMP_0817,37.0,M,Single,PhD,Finance,Senior Analyst,10/28/2023,87844.0,"58641,64392,73438,79395",3.0,3.0,2,4,No,25,0.6454430947639744,,23,MGR_110,Active,0
EMP_1442,44.0,MALE,Married,Bachelor,Customer Support,Support Specialist,16-11-2012,50452.0,"32552,38065,40622,43020",3.0,4.0,3,15,No,4,4.108027494354469,2020-03-16,7,MGR_057,Resigned,1
EMP_1243,30.0,female,Divorced,High School,Marketting,Marketing Specialist,06/21/2015,54014.0,"34463,36390,41492,46493",3.0,3.0,Medium,16,FALSE,3,0.13503913976239404,2020-01-09,31,MGR_038,Active,0
EMP_0678,49.0,M,S,Bachelor,sales,Account Manager,"July 16, 2018",,,1.0,4.0,3,1,No,3,0.8476821920496519,2018-04-23,49,MGR_141,Active,0
EMP_0406,39.0,Male,Divorced,BS,sales,Account Manager,28-08-2017,65044.0,,0.0,3.0,Medium,14,No,3,2.138463088316745,2021-11-28,20,MGR_147,Active,0
EMP_0315,45.0,Female,M,Bachelor,Sales,Sales Rep,01/23/2018,,,3.0,4.0,Medium,28,No,2,0.6861346616742688,2015-10-18,57,MGR_164,Terminated,1
EMP_0900,28.0,female,Married,High School,HR,HR Generalist,2016-09-02,43886.0,"36722,39560",1.0,3.0,4,14,No,1,1.2877262408703731,2017-09-20,0,MGR_022,Resigned,1
EMP_0707,24.0,male,married,Bachelor,Marketing,Marketing Manager,12-10-2017,92603.0,,2.0,4.0,Very High,12,No,4,0.20427242620235395,2018-09-24,18,MGR_089,Resigned,1
EMP_0105,33.0,F,Married,Bachelor,Marketing,Digital Marketer,07/12/2012,61048.0,57749,1.0,10.0,4,50,No,5,0.6163779947782771,2019-05-14,23,MGR_009,Terminated,1
EMP_0738,42.0,Male,Married,Master,Sales,Sr. Sales Rep,13-04-2014,84890.0,"50987,55677,65019,72953",4.0,1.0,3,4,Yes,5,0.28845679619670206,2021-04-30,1,MGR_122,Active,0
EMP_0929,47.0,MALE,Divorced,Master,Engineering,Engineering Manager,11/08/2018,132655.0,"92287,98255,113500",5.0,4.0,4,4,No,0,3.5615273948743167,2023-06-27,4,,Terminated,1
EMP_0565,44.0,Male,Single,Bachelor,Finance,Accountant,02-04-2023,47901.0,,5.0,4.0,4,28,Yes,1,2.1561055099474236,2023-03-17,1,MGR_181,Resigned,1
EMP_1367,34.0,Male,married,Bachelors,Finance,Accountant,07/07/2015,49976.0,"35734,39987,43044",4.0,2.0,3,17,No,4,1.5807808146518034,2016-03-22,9,MGR_125,Resigned,1
EMP_0179,32.0,male,married,Bachelor,HR,HR Specialist,10-10-2020,36324.0,"27824,30533,32848",4.0,4.0,3,28,No,0,0.131584742474211,2023-09-01,29,MGR_084,Terminated,1
EMP_0173,34.0,M,married,Bachelors,Finance,Senior Analyst,2010-08-29,500000.0,"353804,385048,450382",4.0,4.0,nan,2,Yes,3,2.922739497825969,2017-03-19,42,MGR_181,Active,0
EMP_0666,35.0,MALE,single,PhD,IT,IT Specialist,10/12/2023,70593.0,,3.0,3.0,Medium,7,No,1,4.546165942248498,2015-08-27,0,,Active,0
EMP_0141,36.0,Male,married,Bachelor,Sales,Sales Representative,12/30/2022,59522.0,"43164,46024,51524",5.0,0.0,5,6,No,2,3.376013667536151,2024-10-17,15,MGR_062,Active,0
EMP_1667,27.0,Female,Married,High School,HR,HR Manager,08-08-2023,72193.0,"57936,62989",1.0,4.0,3,17,No,4,0.7596217261469386,2021-11-14,19,MGR_068,Active,0
EMP_1296,34.0,Female,D,Masters,Customer Service,Customer Rep,"April 08, 2022",47418.0,43123,2.0,4.0,3,15,Y,0,2.089360897700869,2021-05-01,0,MGR_082,Active,0
EMP_1713,18.0,female,Single,Masters,Customer Service,CS Manager,2011-03-26,65218.0,55664,5.0,4.0,3,38,No,4,4.948311617908939,2020-06-22,46,MGR_013,Terminated,1
EMP_1016,36.0,Male,Married,MS,R&D,Research Scientist,10/10/2011,105620.0,"66800,77184,89828",5.0,4.0,3,,Yes,2,2.0680806630270356,2017-12-02,58,,Active,0
EMP_1351,25.0,Male,Single,Master,sales,Sales Rep,24-01-2018,46828.0,"31997,34132,36421,40385",3.0,4.0,2,1,No,4,0.8200573435545117,2019-04-04,67,MGR_098,Active,0
EMP_1423,32.0,female,Single,MS,HR,HR Specialist,"February 22, 2013",56690.0,"44630,49748,53647",4.0,3.0,High,18,No,3,0.5855358874235419,2025-02-21,19,MGR_125,Active,0
EMP_0855,46.0,male,M,Bachelor,Marketing,Marketing Analyst,"March 31, 2023",64312.0,,3.0,3.0,4,9,Yes,1,3.196141595142373,,33,MGR_082,Active,0
EMP_1916,30.0,Male,Divorced,High School,Marketing,Digital Marketer,2023-13-45,74337.0,"51492,58113,67795",2.0,3.0,4,1,No,1,2.6873918690081466,2019-10-21,21,MGR_064,Active,0
EMP_1193,30.0,Male,Married,High School,sales,Sales Manager,2013-11-02,82027.0,"64281,73043",5.0,1.0,1,5,No,0,4.2821239290677235,2024-11-19,21,MGR_126,Active,0
EMP_1468,38.0,Female,Single,MA,Operations,Ops Analyst,2012-11-25,51410.0,"33383,36383,39719,43960",3.0,4.0,2,10,No,4,0.7808747110572312,2024-10-04,14,MGR_047,Active,0
EMP_0360,28.0,M,M,Bachelor,IT,Software Engineer,"November 09, 2022",81399.0,"62328,72101",3.0,5.0,3,1,No,1,9.935942802614317,2016-08-11,23,MGR_182,Active,0
EMP_1328,33.0,Female,Single,Bachelor,Finance,Senior Analyst,2018-04-06,70794.0,65922,4.0,2.0,Medium,3,No,1,3.0968972142865305,2020-08-30,21,MGR_087,Resigned,1
EMP_1649,44.0,male,S,Master,Sales,Sr. Sales Rep,2011-06-07,70592.0,"54221,61441",3.0,3.0,4,4,No,5,0.05344168964734527,2015-09-05,11,MGR_006,Active,0
EMP_1666,34.0,male,Married,Bachelor,Engineering,Engineering Manager,2018-11-29,159507.0,"136765,148086",3.0,1.0,3,27,No,4,0.03173293715283284,,20,MGR_112,Resigned,1
EMP_0036,25.0,Male,single,Bachelor,IT,System Admin,28-02-2024,73971.0,"56361,62855,68641",4.0,1.0,4,3,TRUE,2,0.21118765043386756,2024-02-10,3,,Active,0
EMP_1231,30.0,female,M,Bachelor,Engineering,Senior Engineer,"August 10, 2016",102340.0,"79321,88572,95741",2.0,3.0,4,1,N,0,1.765858364578658,2015-11-01,27,MGR_032,Terminated,1
EMP_1919,33.0,M,M,Bachelors,sales,Sales Rep,2023-13-45,58386.0,,3.0,4.0,4,5,Yes,0,0.8007985950691828,2015-07-29,3,MGR_119,Active,0
EMP_1998,27.0,Female,married,Bachelor,Human Resources,HR Specialist,2015-01-30,55246.0,,5.0,3.0,2,1,Y,3,2.6589004638862126,2018-04-30,51,MGR_061,Active,0
EMP_0470,30.0,Female,single,High School,Customer Service,CS Manager,2013-05-02,73232.0,,4.0,4.0,2,20,No,0,0.020832817014793458,2025-04-07,2,MGR_162,Active,0
EMP_0661,30.0,Male,Married,Masters,Operations,Operations Manager,"March 15, 2013",64398.0,60894,1.0,2.0,3,Close,No,4,4.448096387855146,2016-07-01,72,MGR_119,Laid Off,1
EMP_0335,42.0,MALE,married,Bachelor,Finance,Accountant,01/24/2019,64249.0,"40856,46634,51133,54761",5.0,3.0,2,20,No,2,1.0234754928025587,2018-01-11,17,MGR_070,Active,0
EMP_1887,28.0,female,married,High school,IT,IT Specialist,"April 29, 2022",75921.0,"60486,64373,72064",3.0,3.0,2,10,No,2,3.2060400746510602,2022-11-25,13,MGR_026,Active,0
EMP_0778,33.0,male,Single,MS,sales,Account Manager,2021-10-23,65438.0,56294,4.0,5.0,4,18,No,1,1.87687085149336,2016-06-28,2,MGR_116,Active,0
EMP_1799,43.0,M,Married,Master,Finance,Senior Analyst,27-07-2018,64455.0,56853,3.0,2.0,4,17,No,3,2.6610843610187835,2017-11-03,4,MGR_054,Active,0
EMP_1798,28.0,M,Married,High School,Engineering,Jr. Software Engineer,2017-10-09,61419.0,55291,4.0,4.0,High,18,No,2,3.317094676541971,2024-11-09,70,MGR_135,Active,0
EMP_1234,55.0,female,Married,High School,sales,Sales Manager,19-11-2013,85397.0,,3.0,5.0,3,1,Yes,2,0.5631387894455736,2017-09-12,3,MGR_038,Active,0
EMP_0904,45.0,female,married,Master,Operations,Ops Analyst,10/25/2012,58882.0,"40247,43951,49718,54756",3.0,4.0,5,6,No,2,,2020-11-12,2,MGR_035,Active,0
EMP_0050,20.0,female,married,MS,Sales,Sales Manager,"September 02, 2021",85984.0,80280,,3.0,3,50,No,2,1.6379924022332795,2024-03-03,14,MGR_084,Active,0
EMP_1055,30.0,Female,Married,PhD,Finance,Finance Manager,01/10/2010,89896.0,"63992,72464,76949",5.0,5.0,2,2,Yes,0,0.7056325790185496,2024-07-09,29,MGR_185,Terminated,1
EMP_0327,44.0,F,Single,Bachelors,Engineering,Engineering Manager,2017-05-03,126253.0,"98070,114144",3.0,5.0,4,5,FALSE,1,0.5849348542232623,2025-04-14,3,MGR_069,Active,0
EMP_1784,41.0,Male,married,Masters,Operations,Process Specialist,"August 06, 2024",53555.0,"35617,40571,42927,50495",4.0,2.0,3,40,Yes,0,0.14066851170269845,2016-07-17,14,MGR_193,Active,0
EMP_0106,38.0,Male,Married,Masters,Engineering ,Software Engineer,03/10/2022,109484.0,"67904,77838,91224,101803",4.0,3.0,3,5,Yes,1,5.1100924691092615,2019-01-10,15,MGR_104,Active,0
EMP_1668,30.0,F,single,Master,Engineering,Engineering Manager,2023-08-03,123131.0,105217,4.0,3.0,2,14,Y,2,0.010094705147871594,2018-05-21,3,MGR_058,Active,0
EMP_0307,45.0,Female,Married,Bachelors,R&D,Research Scientist,2018-07-23,90625.0,"71940,83198",1.0,3.0,3,3,No,1,,2025-05-27,28,MGR_042,Active,0
EMP_0090,39.0,Male,Single,High School,Operations,Process Specialist,"June 26, 2013",47594.0,"33471,37643,42421",3.0,4.0,3,11,N,2,1.4231679262323975,2019-04-24,34,MGR_098,Active,0
EMP_1538,30.0,F,Single,Masters,Sales,Sales Rep,"July 22, 2024",54829.0,"38408,43120,49339",,2.0,4,13,Yes,2,2.427240683548029,2019-09-06,26,,Active,0
EMP_0974,29.0,female,single,Bachelor,Engineering,Senior Engineer,19-06-2023,88380.0,"53565,59775,68973,77510",3.0,2.0,3,21,Yes,3,5.1516490766306084,2016-12-02,42,MGR_060,Active,0
EMP_1227,35.0,F,married,Bachelors,Marketing,Marketing Manager,"October 13, 2011",68438.0,"50655,59456,63690",3.0,4.0,5,1,No,1,1.558578442095503,2018-04-15,8,MGR_022,Active,0
EMP_0503,23.0,MALE,D,High School,Customer Service,CS Manager,"January 25, 2022",66441.0,58049,3.0,3.0,2,17,No,1,7.201507968627094,2021-04-15,13,MGR_153,Active,0
EMP_1188,33.0,Female,Single,High School,Sales,Sales Representative,2015-08-14,44833.0,"28903,32873,38174",4.0,5.0,4,36,No,2,5.337060451834547,,31,MGR_024,Terminated,1
EMP_1438,47.0,Female,Single,MA,R&D,Research Scientist,09-01-2017,97388.0,90452,5.0,5.0,4,14,Yes,3,1.1427540685000745,2016-10-11,24,MGR_098,Active,0
